Date,Hour,ED_Patients
5/18/2020,16,44
5/18/2020,17,51
5/18/2020,18,50
5/18/2020,19,48
5/18/2020,20,37
5/18/2020,21,32
5/18/2020,22,29
5/18/2020,23,26
5/19/2020,0,20
5/19/2020,1,14
5/19/2020,2,14
5/19/2020,3,12
5/19/2020,4,12
5/19/2020,5,15
5/19/2020,6,14
5/19/2020,7,11
5/19/2020,8,12
5/19/2020,9,12
5/19/2020,10,10
5/19/2020,11,14
5/19/2020,12,23
5/19/2020,13,24
5/19/2020,14,30
5/19/2020,15,33
5/19/2020,16,28
5/19/2020,17,33
5/19/2020,18,28
5/19/2020,19,27
5/19/2020,20,29
5/19/2020,21,22
5/19/2020,22,21
5/19/2020,23,23
5/20/2020,0,23
5/20/2020,1,18
5/20/2020,2,17
5/20/2020,3,11
5/20/2020,4,9
5/20/2020,5,8
5/20/2020,6,5
5/20/2020,7,8
5/20/2020,8,8
5/20/2020,9,14
5/20/2020,10,15
5/20/2020,11,15
5/20/2020,12,21
5/20/2020,13,19
5/20/2020,14,26
5/20/2020,15,34
5/20/2020,16,32
5/20/2020,17,28
5/20/2020,18,26
5/20/2020,19,28
5/20/2020,20,28
5/20/2020,21,30
5/20/2020,22,23
5/20/2020,23,22
5/21/2020,0,18
5/21/2020,1,13
5/21/2020,2,11
5/21/2020,3,7
5/21/2020,4,5
5/21/2020,5,7
5/21/2020,6,8
5/21/2020,7,6
5/21/2020,8,6
5/21/2020,9,7
5/21/2020,10,8
5/21/2020,11,12
5/21/2020,12,23
5/21/2020,13,25
5/21/2020,14,22
5/21/2020,15,24
5/21/2020,16,25
5/21/2020,17,30
5/21/2020,18,30
5/21/2020,19,34
5/21/2020,20,33
5/21/2020,21,27
5/21/2020,22,23
5/21/2020,23,20
5/22/2020,0,18
5/22/2020,1,17
5/22/2020,2,14
5/22/2020,3,12
5/22/2020,4,10
5/22/2020,5,10
5/22/2020,6,10
5/22/2020,7,8
5/22/2020,8,13
5/22/2020,9,16
5/22/2020,10,18
5/22/2020,11,17
5/22/2020,12,25
5/22/2020,13,31
5/22/2020,14,31
5/22/2020,15,32
5/22/2020,16,35
5/22/2020,17,41
5/22/2020,18,36
5/22/2020,19,35
5/22/2020,20,34
5/22/2020,21,29
5/22/2020,22,23
5/22/2020,23,21
5/23/2020,0,22
5/23/2020,1,20
5/23/2020,2,17
5/23/2020,3,13
5/23/2020,4,9
5/23/2020,5,9
5/23/2020,6,8
5/23/2020,7,5
5/23/2020,8,7
5/23/2020,9,9
5/23/2020,10,12
5/23/2020,11,21
5/23/2020,12,27
5/23/2020,13,29
5/23/2020,14,36
5/23/2020,15,36
5/23/2020,16,41
5/23/2020,17,40
5/23/2020,18,40
5/23/2020,19,37
5/23/2020,20,27
5/23/2020,21,26
5/23/2020,22,22
5/23/2020,23,16
5/24/2020,0,11
5/24/2020,1,11
5/24/2020,2,10
5/24/2020,3,10
5/24/2020,4,8
5/24/2020,5,4
5/24/2020,6,7
5/24/2020,7,6
5/24/2020,8,7
5/24/2020,9,11
5/24/2020,10,9
5/24/2020,11,10
5/24/2020,12,12
5/24/2020,13,10
5/24/2020,14,18
5/24/2020,15,25
5/24/2020,16,26
5/24/2020,17,22
5/24/2020,18,24
5/24/2020,19,21
5/24/2020,20,23
5/24/2020,21,17
5/24/2020,22,19
5/24/2020,23,16
5/25/2020,0,21
5/25/2020,1,20
5/25/2020,2,15
5/25/2020,3,11
5/25/2020,4,5
5/25/2020,5,4
5/25/2020,6,7
5/25/2020,7,7
5/25/2020,8,7
5/25/2020,9,6
5/25/2020,10,7
5/25/2020,11,14
5/25/2020,12,17
5/25/2020,13,25
5/25/2020,14,26
5/25/2020,15,29
5/25/2020,16,33
5/25/2020,17,37
5/25/2020,18,35
5/25/2020,19,40
5/25/2020,20,33
5/25/2020,21,24
5/25/2020,22,21
5/25/2020,23,25
5/26/2020,0,24
5/26/2020,1,22
5/26/2020,2,20
5/26/2020,3,11
5/26/2020,4,10
5/26/2020,5,6
5/26/2020,6,6
5/26/2020,7,5
5/26/2020,8,8
5/26/2020,9,10
5/26/2020,10,9
5/26/2020,11,14
5/26/2020,12,19
5/26/2020,13,28
5/26/2020,14,32
5/26/2020,15,31
5/26/2020,16,35
5/26/2020,17,35
5/26/2020,18,39
5/26/2020,19,38
5/26/2020,20,31
5/26/2020,21,31
5/26/2020,22,33
5/26/2020,23,24
5/27/2020,0,22
5/27/2020,1,19
5/27/2020,2,18
5/27/2020,3,16
5/27/2020,4,11
5/27/2020,5,7
5/27/2020,6,7
5/27/2020,7,6
5/27/2020,8,7
5/27/2020,9,8
5/27/2020,10,9
5/27/2020,11,17
5/27/2020,12,16
5/27/2020,13,22
5/27/2020,14,28
5/27/2020,15,34
5/27/2020,16,39
5/27/2020,17,44
5/27/2020,18,41
5/27/2020,19,42
5/27/2020,20,40
5/27/2020,21,36
5/27/2020,22,29
5/27/2020,23,26
5/28/2020,0,20
5/28/2020,1,14
5/28/2020,2,12
5/28/2020,3,8
5/28/2020,4,8
5/28/2020,5,7
5/28/2020,6,9
5/28/2020,7,4
5/28/2020,8,5
5/28/2020,9,9
5/28/2020,10,13
5/28/2020,11,18
5/28/2020,12,21
5/28/2020,13,24
5/28/2020,14,26
5/28/2020,15,35
5/28/2020,16,42
5/28/2020,17,42
5/28/2020,18,37
5/28/2020,19,41
5/28/2020,20,42
5/28/2020,21,41
5/28/2020,22,33
5/28/2020,23,22
5/29/2020,0,13
5/29/2020,1,8
5/29/2020,2,8
5/29/2020,3,8
5/29/2020,4,7
5/29/2020,5,7
5/29/2020,6,7
5/29/2020,7,6
5/29/2020,8,5
5/29/2020,9,11
5/29/2020,10,14
5/29/2020,11,20
5/29/2020,12,22
5/29/2020,13,25
5/29/2020,14,27
5/29/2020,15,29
5/29/2020,16,31
5/29/2020,17,38
5/29/2020,18,39
5/29/2020,19,37
5/29/2020,20,36
5/29/2020,21,34
5/29/2020,22,28
5/29/2020,23,29
5/30/2020,0,27
5/30/2020,1,20
5/30/2020,2,14
5/30/2020,3,11
5/30/2020,4,9
5/30/2020,5,10
5/30/2020,6,8
5/30/2020,7,5
5/30/2020,8,6
5/30/2020,9,6
5/30/2020,10,11
5/30/2020,11,19
5/30/2020,12,27
5/30/2020,13,29
5/30/2020,14,36
5/30/2020,15,40
5/30/2020,16,45
5/30/2020,17,43
5/30/2020,18,40
5/30/2020,19,45
5/30/2020,20,44
5/30/2020,21,34
5/30/2020,22,32
5/30/2020,23,24
5/31/2020,0,22
5/31/2020,1,13
5/31/2020,2,8
5/31/2020,4,8
5/31/2020,5,6
5/31/2020,6,7
5/31/2020,7,6
5/31/2020,8,7
5/31/2020,9,10
5/31/2020,10,12
5/31/2020,11,18
5/31/2020,12,20
5/31/2020,13,27
5/31/2020,14,29
5/31/2020,15,33
5/31/2020,16,34
5/31/2020,17,32
5/31/2020,18,33
5/31/2020,19,30
5/31/2020,20,38
5/31/2020,21,40
5/31/2020,22,40
5/31/2020,23,35
6/1/2020,0,32
6/1/2020,1,31
6/1/2020,2,26
6/1/2020,3,22
6/1/2020,4,19
6/1/2020,5,14
6/1/2020,6,13
6/1/2020,7,8
6/1/2020,8,7
6/1/2020,9,8
6/1/2020,10,11
6/1/2020,11,17
6/1/2020,12,27
6/1/2020,13,31
6/1/2020,14,39
6/1/2020,15,45
6/1/2020,16,43
6/1/2020,17,43
6/1/2020,18,47
6/1/2020,19,42
6/1/2020,20,42
6/1/2020,21,36
6/1/2020,22,36
6/1/2020,23,34
6/2/2020,0,27
6/2/2020,1,23
6/2/2020,2,20
6/2/2020,3,14
6/2/2020,4,10
6/2/2020,5,10
6/2/2020,6,11
6/2/2020,7,12
6/2/2020,8,11
6/2/2020,9,14
6/2/2020,10,16
6/2/2020,11,22
6/2/2020,12,25
6/2/2020,13,27
6/2/2020,14,25
6/2/2020,15,27
6/2/2020,16,33
6/2/2020,17,43
6/2/2020,18,45
6/2/2020,19,43
6/2/2020,20,53
6/2/2020,21,45
6/2/2020,22,48
6/2/2020,23,39
6/3/2020,0,33
6/3/2020,1,29
6/3/2020,2,24
6/3/2020,3,16
6/3/2020,4,13
6/3/2020,5,12
6/3/2020,6,7
6/3/2020,7,6
6/3/2020,8,8
6/3/2020,9,7
6/3/2020,10,9
6/3/2020,11,18
6/3/2020,12,30
6/3/2020,13,38
6/3/2020,14,43
6/3/2020,15,48
6/3/2020,16,56
6/3/2020,17,53
6/3/2020,18,53
6/3/2020,19,54
6/3/2020,20,53
6/3/2020,21,52
6/3/2020,22,45
6/3/2020,23,38
6/4/2020,0,31
6/4/2020,1,26
6/4/2020,2,25
6/4/2020,3,17
6/4/2020,4,17
6/4/2020,5,15
6/4/2020,6,11
6/4/2020,7,12
6/4/2020,8,14
6/4/2020,9,17
6/4/2020,10,18
6/4/2020,11,26
6/4/2020,12,35
6/4/2020,13,40
6/4/2020,14,41
6/4/2020,15,43
6/4/2020,16,41
6/4/2020,17,39
6/4/2020,18,32
6/4/2020,19,32
6/4/2020,20,36
6/4/2020,21,28
6/4/2020,22,20
6/4/2020,23,18
6/5/2020,0,21
6/5/2020,1,24
6/5/2020,2,20
6/5/2020,3,12
6/5/2020,4,10
6/5/2020,5,7
6/5/2020,6,8
6/5/2020,7,9
6/5/2020,8,8
6/5/2020,9,12
6/5/2020,10,17
6/5/2020,11,21
6/5/2020,12,25
6/5/2020,13,33
6/5/2020,14,38
6/5/2020,15,43
6/5/2020,16,48
6/5/2020,17,55
6/5/2020,18,55
6/5/2020,19,55
6/5/2020,20,55
6/5/2020,21,54
6/5/2020,22,45
6/5/2020,23,39
6/6/2020,0,34
6/6/2020,1,33
6/6/2020,2,31
6/6/2020,3,27
6/6/2020,4,19
6/6/2020,5,15
6/6/2020,6,14
6/6/2020,7,14
6/6/2020,8,12
6/6/2020,9,15
6/6/2020,10,19
6/6/2020,11,22
6/6/2020,12,28
6/6/2020,13,29
6/6/2020,14,35
6/6/2020,15,39
6/6/2020,16,38
6/6/2020,17,44
6/6/2020,18,43
6/6/2020,19,36
6/6/2020,20,36
6/6/2020,21,37
6/6/2020,22,30
6/6/2020,23,21
6/7/2020,0,13
6/7/2020,1,5
6/7/2020,2,4
6/7/2020,3,4
6/7/2020,4,8
6/7/2020,5,9
6/7/2020,6,8
6/7/2020,7,8
6/7/2020,8,10
6/7/2020,9,11
6/7/2020,10,15
6/7/2020,11,19
6/7/2020,12,21
6/7/2020,13,27
6/7/2020,14,33
6/7/2020,15,39
6/7/2020,16,41
6/7/2020,17,46
6/7/2020,18,45
6/7/2020,19,44
6/7/2020,20,42
6/7/2020,21,39
6/7/2020,22,28
6/7/2020,23,19
6/8/2020,0,19
6/8/2020,1,21
6/8/2020,2,16
6/8/2020,3,12
6/8/2020,4,10
6/8/2020,5,9
6/8/2020,6,7
6/8/2020,7,5
6/8/2020,8,9
6/8/2020,9,16
6/8/2020,10,19
6/8/2020,11,28
6/8/2020,12,30
6/8/2020,13,35
6/8/2020,14,39
6/8/2020,15,34
6/8/2020,16,37
6/8/2020,17,41
6/8/2020,18,43
6/8/2020,19,41
6/8/2020,20,40
6/8/2020,21,41
6/8/2020,22,40
6/8/2020,23,39
6/9/2020,0,34
6/9/2020,1,27
6/9/2020,2,24
6/9/2020,3,20
6/9/2020,4,17
6/9/2020,5,11
6/9/2020,6,13
6/9/2020,7,9
6/9/2020,8,8
6/9/2020,9,11
6/9/2020,10,15
6/9/2020,11,17
6/9/2020,12,25
6/9/2020,13,28
6/9/2020,14,34
6/9/2020,15,35
6/9/2020,16,35
6/9/2020,17,39
6/9/2020,18,40
6/9/2020,19,40
6/9/2020,20,39
6/9/2020,21,36
6/9/2020,22,38
6/9/2020,23,32
6/10/2020,0,26
6/10/2020,1,25
6/10/2020,2,19
6/10/2020,3,11
6/10/2020,4,12
6/10/2020,5,10
6/10/2020,6,11
6/10/2020,7,10
6/10/2020,8,9
6/10/2020,9,13
6/10/2020,10,14
6/10/2020,11,19
6/10/2020,12,23
6/10/2020,13,26
6/10/2020,14,31
6/10/2020,15,31
6/10/2020,16,38
6/10/2020,17,36
6/10/2020,18,33
6/10/2020,19,33
6/10/2020,20,36
6/10/2020,21,31
6/10/2020,22,26
6/10/2020,23,25
6/11/2020,0,23
6/11/2020,1,22
6/11/2020,2,26
6/11/2020,3,22
6/11/2020,4,21
6/11/2020,5,20
6/11/2020,6,19
6/11/2020,7,19
6/11/2020,8,19
6/11/2020,9,24
6/11/2020,10,26
6/11/2020,11,28
6/11/2020,12,30
6/11/2020,13,37
6/11/2020,14,44
6/11/2020,15,42
6/11/2020,16,48
6/11/2020,17,48
6/11/2020,18,45
6/11/2020,19,43
6/11/2020,20,46
6/11/2020,21,39
6/11/2020,22,40
6/11/2020,23,36
6/12/2020,0,38
6/12/2020,1,35
6/12/2020,2,27
6/12/2020,3,24
6/12/2020,4,20
6/12/2020,5,19
6/12/2020,6,19
6/12/2020,7,18
6/12/2020,8,14
6/12/2020,9,16
6/12/2020,10,22
6/12/2020,11,25
6/12/2020,12,33
6/12/2020,13,34
6/12/2020,14,38
6/12/2020,15,35
6/12/2020,16,34
6/12/2020,17,31
6/12/2020,18,30
6/12/2020,19,37
6/12/2020,20,34
6/12/2020,21,32
6/12/2020,22,28
6/12/2020,23,25
6/13/2020,0,23
6/13/2020,1,23
6/13/2020,2,19
6/13/2020,3,17
6/13/2020,4,16
6/13/2020,5,15
6/13/2020,6,11
6/13/2020,7,11
6/13/2020,8,7
6/13/2020,9,13
6/13/2020,10,13
6/13/2020,11,21
6/13/2020,12,24
6/13/2020,13,28
6/13/2020,14,31
6/13/2020,15,30
6/13/2020,16,31
6/13/2020,17,36
6/13/2020,18,35
6/13/2020,19,35
6/13/2020,20,30
6/13/2020,21,26
6/13/2020,22,20
6/13/2020,23,21
6/14/2020,0,21
6/14/2020,1,17
6/14/2020,2,17
6/14/2020,3,12
6/14/2020,4,12
6/14/2020,5,11
6/14/2020,6,12
6/14/2020,7,11
6/14/2020,8,12
6/14/2020,9,15
6/14/2020,10,19
6/14/2020,11,19
6/14/2020,12,19
6/14/2020,13,32
6/14/2020,14,32
6/14/2020,15,32
6/14/2020,16,31
6/14/2020,17,38
6/14/2020,18,40
6/14/2020,19,46
6/14/2020,20,45
6/14/2020,21,40
6/14/2020,22,38
6/14/2020,23,24
6/15/2020,0,17
6/15/2020,1,14
6/15/2020,2,13
6/15/2020,3,15
6/15/2020,4,10
6/15/2020,5,7
6/15/2020,6,8
6/15/2020,7,9
6/15/2020,8,10
6/15/2020,9,15
6/15/2020,10,18
6/15/2020,11,20
6/15/2020,12,34
6/15/2020,13,40
6/15/2020,14,45
6/15/2020,15,44
6/15/2020,16,51
6/15/2020,17,50
6/15/2020,18,45
6/15/2020,19,49
6/15/2020,20,53
6/15/2020,21,47
6/15/2020,22,50
6/15/2020,23,44
6/16/2020,0,36
6/16/2020,1,30
6/16/2020,2,20
6/16/2020,3,18
6/16/2020,4,15
6/16/2020,5,11
6/16/2020,6,12
6/16/2020,7,10
6/16/2020,8,9
6/16/2020,9,11
6/16/2020,10,10
6/16/2020,11,13
6/16/2020,12,15
6/16/2020,13,23
6/16/2020,14,22
6/16/2020,15,24
6/16/2020,16,22
6/16/2020,17,22
6/16/2020,18,27
6/16/2020,19,30
6/16/2020,20,28
6/16/2020,21,31
6/16/2020,22,30
6/16/2020,23,32
6/17/2020,0,28
6/17/2020,1,19
6/17/2020,2,17
6/17/2020,3,14
6/17/2020,4,9
6/17/2020,5,8
6/17/2020,6,8
6/17/2020,7,9
6/17/2020,8,13
6/17/2020,9,14
6/17/2020,10,14
6/17/2020,11,15
6/17/2020,12,22
6/17/2020,13,25
6/17/2020,14,27
6/17/2020,15,20
6/17/2020,16,20
6/17/2020,17,21
6/17/2020,18,22
6/17/2020,19,23
6/17/2020,20,28
6/17/2020,21,33
6/17/2020,22,23
6/17/2020,23,25
6/18/2020,0,23
6/18/2020,1,18
6/18/2020,2,19
6/18/2020,3,13
6/18/2020,4,10
6/18/2020,5,9
6/18/2020,6,7
6/18/2020,7,6
6/18/2020,8,9
6/18/2020,9,12
6/18/2020,10,21
6/18/2020,11,23
6/18/2020,12,27
6/18/2020,13,27
6/18/2020,14,27
6/18/2020,15,28
6/18/2020,16,31
6/18/2020,17,32
6/18/2020,18,33
6/18/2020,19,33
6/18/2020,20,33
6/18/2020,21,33
6/18/2020,22,33
6/18/2020,23,33
6/19/2020,0,33
6/19/2020,1,33
6/19/2020,2,33
6/19/2020,3,33
6/19/2020,4,33
6/19/2020,5,33
6/19/2020,6,33
6/19/2020,7,33
6/19/2020,8,33
6/19/2020,9,33
6/19/2020,10,33
6/19/2020,11,34
6/19/2020,12,15
6/19/2020,13,25
6/19/2020,14,36
6/19/2020,15,40
6/19/2020,16,37
6/19/2020,17,37
6/19/2020,18,34
6/19/2020,19,31
6/19/2020,20,34
6/19/2020,21,39
6/19/2020,22,32
6/19/2020,23,27
6/20/2020,0,20
6/20/2020,1,17
6/20/2020,2,14
6/20/2020,3,10
6/20/2020,4,12
6/20/2020,5,12
6/20/2020,6,11
6/20/2020,7,8
6/20/2020,8,7
6/20/2020,9,9
6/20/2020,10,10
6/20/2020,11,13
6/20/2020,12,16
6/20/2020,13,23
6/20/2020,14,21
6/20/2020,15,23
6/20/2020,16,24
6/20/2020,17,20
6/20/2020,18,17
6/20/2020,19,22
6/20/2020,20,33
6/20/2020,21,25
6/20/2020,22,22
6/20/2020,23,19
6/21/2020,0,21
6/21/2020,1,21
6/21/2020,2,19
6/21/2020,3,14
6/21/2020,4,9
6/21/2020,5,9
6/21/2020,6,5
6/21/2020,7,6
6/21/2020,8,7
6/21/2020,9,9
6/21/2020,10,15
6/21/2020,11,27
6/21/2020,12,24
6/21/2020,13,30
6/21/2020,14,27
6/21/2020,15,32
6/21/2020,16,35
6/21/2020,17,33
6/21/2020,18,20
6/21/2020,19,20
6/21/2020,20,13
6/21/2020,21,13
6/21/2020,22,13
6/21/2020,23,13
6/22/2020,0,12
6/22/2020,1,12
6/22/2020,2,9
6/22/2020,3,11
6/22/2020,4,9
6/22/2020,5,2
6/22/2020,6,2
6/22/2020,7,4
6/22/2020,8,6
6/22/2020,9,9
6/22/2020,10,16
6/22/2020,11,24
6/22/2020,12,27
6/22/2020,13,41
6/22/2020,14,43
6/22/2020,15,48
6/22/2020,16,46
6/22/2020,17,46
6/22/2020,18,45
6/22/2020,19,42
6/22/2020,20,33
6/22/2020,21,32
6/22/2020,22,29
6/22/2020,23,28
6/23/2020,0,26
6/23/2020,1,28
6/23/2020,2,27
6/23/2020,3,23
6/23/2020,4,15
6/23/2020,5,12
6/23/2020,6,8
6/23/2020,7,8
6/23/2020,8,10
6/23/2020,9,11
6/23/2020,10,14
6/23/2020,11,22
6/23/2020,12,28
6/23/2020,13,34
6/23/2020,14,41
6/23/2020,15,43
6/23/2020,16,35
6/23/2020,17,34
6/23/2020,18,35
6/23/2020,19,41
6/23/2020,20,45
6/23/2020,21,44
6/23/2020,22,41
6/23/2020,23,31
6/24/2020,0,20
6/24/2020,1,15
6/24/2020,2,10
6/24/2020,3,9
6/24/2020,4,7
6/24/2020,5,6
6/24/2020,6,5
6/24/2020,7,8
6/24/2020,8,11
6/24/2020,9,16
6/24/2020,10,18
6/24/2020,11,22
6/24/2020,12,28
6/24/2020,13,30
6/24/2020,14,35
6/24/2020,15,33
6/24/2020,16,33
6/24/2020,17,36
6/24/2020,18,32
6/24/2020,19,32
6/24/2020,20,23
6/24/2020,21,22
6/24/2020,22,22
6/24/2020,23,23
6/25/2020,0,20
6/25/2020,1,19
6/25/2020,2,14
6/25/2020,3,14
6/25/2020,4,13
6/25/2020,5,12
6/25/2020,6,12
6/25/2020,7,16
6/25/2020,8,18
6/25/2020,9,17
6/25/2020,10,17
6/25/2020,11,23
6/25/2020,12,19
6/25/2020,13,20
6/25/2020,14,21
6/25/2020,15,25
6/25/2020,16,30
6/25/2020,17,35
6/25/2020,18,39
6/25/2020,19,31
6/25/2020,20,25
6/25/2020,21,30
6/25/2020,22,31
6/25/2020,23,24
6/26/2020,0,18
6/26/2020,1,14
6/26/2020,2,12
6/26/2020,3,9
6/26/2020,4,9
6/26/2020,5,10
6/26/2020,6,7
6/26/2020,7,5
6/26/2020,8,8
6/26/2020,9,6
6/26/2020,10,9
6/26/2020,11,19
6/26/2020,12,21
6/26/2020,13,30
6/26/2020,14,33
6/26/2020,15,34
6/26/2020,16,41
6/26/2020,17,48
6/26/2020,18,55
6/26/2020,19,47
6/26/2020,20,51
6/26/2020,21,42
6/26/2020,22,38
6/26/2020,23,34
6/27/2020,0,36
6/27/2020,1,33
6/27/2020,2,28
6/27/2020,3,26
6/27/2020,4,21
6/27/2020,5,13
6/27/2020,6,10
6/27/2020,7,10
6/27/2020,8,9
6/27/2020,9,9
6/27/2020,10,15
6/27/2020,11,20
6/27/2020,12,21
6/27/2020,13,23
6/27/2020,14,24
6/27/2020,15,30
6/27/2020,16,30
6/27/2020,17,27
6/27/2020,18,27
6/27/2020,19,25
6/27/2020,20,22
6/27/2020,21,24
6/27/2020,22,20
6/27/2020,23,18
6/28/2020,0,12
6/28/2020,1,10
6/28/2020,2,10
6/28/2020,5,5
6/28/2020,6,6
6/28/2020,7,7
6/28/2020,8,10
6/28/2020,9,17
6/28/2020,10,20
6/28/2020,11,29
6/28/2020,12,35
6/28/2020,13,36
6/28/2020,14,38
6/28/2020,15,44
6/28/2020,16,42
6/28/2020,17,38
6/28/2020,18,36
6/28/2020,19,35
6/28/2020,20,35
6/28/2020,21,30
6/28/2020,22,29
6/28/2020,23,25
6/29/2020,0,17
6/29/2020,1,9
6/29/2020,2,8
6/29/2020,3,9
6/29/2020,4,12
6/29/2020,5,10
6/29/2020,6,11
6/29/2020,7,6
6/29/2020,8,8
6/29/2020,9,7
6/29/2020,10,11
6/29/2020,11,23
6/29/2020,12,26
6/29/2020,13,31
6/29/2020,14,33
6/29/2020,15,41
6/29/2020,16,50
6/29/2020,17,47
6/29/2020,18,48
6/29/2020,19,45
6/29/2020,20,43
6/29/2020,21,36
6/29/2020,22,34
6/29/2020,23,26
6/30/2020,0,25
6/30/2020,1,21
6/30/2020,2,19
6/30/2020,3,14
6/30/2020,4,13
6/30/2020,5,15
6/30/2020,6,13
6/30/2020,7,10
6/30/2020,8,11
6/30/2020,9,11
6/30/2020,10,19
6/30/2020,11,27
6/30/2020,12,30
6/30/2020,13,32
6/30/2020,14,29
6/30/2020,15,32
6/30/2020,16,35
6/30/2020,17,34
6/30/2020,18,33
6/30/2020,19,32
6/30/2020,20,30
6/30/2020,21,37
6/30/2020,22,38
6/30/2020,23,32
7/1/2020,0,24
7/1/2020,1,21
7/1/2020,2,17
7/1/2020,3,15
7/1/2020,4,14
7/1/2020,5,10
7/1/2020,6,10
7/1/2020,7,6
7/1/2020,8,7
7/1/2020,9,6
7/1/2020,10,8
7/1/2020,11,15
7/1/2020,12,19
7/1/2020,13,22
7/1/2020,14,23
7/1/2020,15,24
7/1/2020,16,25
7/1/2020,17,30
7/1/2020,18,28
7/1/2020,19,37
7/1/2020,20,28
7/1/2020,21,21
7/1/2020,22,22
7/1/2020,23,19
7/2/2020,0,19
7/2/2020,1,15
7/2/2020,2,14
7/2/2020,3,16
7/2/2020,4,15
7/2/2020,5,9
7/2/2020,6,8
7/2/2020,7,5
7/2/2020,8,9
7/2/2020,9,8
7/2/2020,10,6
7/2/2020,11,14
7/2/2020,12,14
7/2/2020,13,19
7/2/2020,14,22
7/2/2020,15,27
7/2/2020,16,32
7/2/2020,17,38
7/2/2020,18,42
7/2/2020,19,42
7/2/2020,20,45
7/2/2020,21,46
7/2/2020,22,45
7/2/2020,23,34
7/3/2020,0,32
7/3/2020,1,30
7/3/2020,2,23
7/3/2020,3,18
7/3/2020,4,13
7/3/2020,5,10
7/3/2020,6,13
7/3/2020,7,11
7/3/2020,8,11
7/3/2020,9,13
7/3/2020,10,15
7/3/2020,11,23
7/3/2020,12,30
7/3/2020,13,38
7/3/2020,14,41
7/3/2020,15,44
7/3/2020,16,45
7/3/2020,17,50
7/3/2020,18,53
7/3/2020,19,50
7/3/2020,20,42
7/3/2020,21,32
7/3/2020,22,25
7/3/2020,23,13
7/4/2020,0,14
7/4/2020,1,14
7/4/2020,2,12
7/4/2020,3,15
7/4/2020,4,13
7/4/2020,5,9
7/4/2020,6,8
7/4/2020,7,6
7/4/2020,8,7
7/4/2020,9,9
7/4/2020,10,16
7/4/2020,11,27
7/4/2020,12,26
7/4/2020,13,32
7/4/2020,14,38
7/4/2020,15,34
7/4/2020,16,29
7/4/2020,17,32
7/4/2020,18,25
7/4/2020,19,23
7/4/2020,20,20
7/4/2020,21,28
7/4/2020,22,25
7/4/2020,23,24
7/5/2020,0,24
7/5/2020,1,25
7/5/2020,2,25
7/5/2020,3,18
7/5/2020,4,11
7/5/2020,5,9
7/5/2020,6,8
7/5/2020,7,9
7/5/2020,8,12
7/5/2020,9,12
7/5/2020,10,19
7/5/2020,11,27
7/5/2020,12,32
7/5/2020,13,31
7/5/2020,14,40
7/5/2020,15,41
7/5/2020,16,37
7/5/2020,17,38
7/5/2020,18,38
7/5/2020,19,39
7/5/2020,20,38
7/5/2020,21,35
7/5/2020,22,35
7/5/2020,23,30
7/6/2020,0,28
7/6/2020,1,25
7/6/2020,2,22
7/6/2020,3,13
7/6/2020,4,7
7/6/2020,5,4
7/6/2020,6,6
7/6/2020,7,8
7/6/2020,8,8
7/6/2020,9,14
7/6/2020,10,23
7/6/2020,11,25
7/6/2020,12,36
7/6/2020,13,41
7/6/2020,14,38
7/6/2020,15,44
7/6/2020,16,42
7/6/2020,17,46
7/6/2020,18,51
7/6/2020,19,51
7/6/2020,20,53
7/6/2020,21,50
7/6/2020,22,42
7/6/2020,23,31
7/7/2020,0,27
7/7/2020,1,25
7/7/2020,2,22
7/7/2020,3,16
7/7/2020,4,12
7/7/2020,5,13
7/7/2020,6,17
7/7/2020,7,15
7/7/2020,8,16
7/7/2020,9,19
7/7/2020,10,20
7/7/2020,11,14
7/7/2020,12,24
7/7/2020,13,23
7/7/2020,14,31
7/7/2020,15,31
7/7/2020,16,31
7/7/2020,17,30
7/7/2020,18,28
7/7/2020,19,34
7/7/2020,20,33
7/7/2020,21,31
7/7/2020,22,29
7/7/2020,23,25
7/8/2020,0,18
7/8/2020,1,18
7/8/2020,2,19
7/8/2020,3,14
7/8/2020,4,16
7/8/2020,5,12
7/8/2020,6,10
7/8/2020,7,8
7/8/2020,8,11
7/8/2020,9,13
7/8/2020,10,13
7/8/2020,11,20
7/8/2020,12,24
7/8/2020,13,35
7/8/2020,14,43
7/8/2020,15,49
7/8/2020,16,44
7/8/2020,17,37
7/8/2020,18,37
7/8/2020,19,36
7/8/2020,20,28
7/8/2020,21,27
7/8/2020,22,22
7/8/2020,23,19
7/9/2020,0,17
7/9/2020,1,18
7/9/2020,2,18
7/9/2020,3,14
7/9/2020,4,14
7/9/2020,5,12
7/9/2020,6,11
7/9/2020,7,13
7/9/2020,8,14
7/9/2020,9,15
7/9/2020,10,19
7/9/2020,11,25
7/9/2020,12,28
7/9/2020,13,34
7/9/2020,14,35
7/9/2020,15,44
7/9/2020,16,47
7/9/2020,17,45
7/9/2020,18,46
7/9/2020,19,47
7/9/2020,20,40
7/9/2020,21,36
7/9/2020,22,39
7/9/2020,23,26
7/10/2020,0,24
7/10/2020,1,23
7/10/2020,2,19
7/10/2020,3,13
7/10/2020,4,8
7/10/2020,5,10
7/10/2020,6,12
7/10/2020,7,14
7/10/2020,8,16
7/10/2020,9,21
7/10/2020,10,22
7/10/2020,11,25
7/10/2020,12,32
7/10/2020,13,42
7/10/2020,14,46
7/10/2020,15,41
7/10/2020,16,43
7/10/2020,17,43
